name,gender,date_of_birth,age,height,international,team,team_foundation,position,aerial_duels,aerial_duels_lost,aerial_duels_won,appearances,attempts_from_set_pieces,away_goals,backward_passes,clean_sheets,corners_won,duels,duels_lost,duels_won,fifty_fifty,forward_passes,foul_attempted_tackle,foul_won_penalty,games_played,goal_assists,goals,goals_conceded,goals_conceded_inside_box,goals_conceded_outside_box,goals_from_inside_box,goals_from_outside_box,ground_duels,ground_duels_lost,ground_duels_won,handballs_conceded,headed_goals,hit_woodwork,home_goals,interceptions,left_foot_goals,offsides,own_goal_scored,penalties_conceded,penalties_off_target,penalties_saved,penalty_goals,penalty_goals_conceded,red_cards_2nd_yellow,right_foot_goals,rightside_passes,saves_from_penalty,saves_made,set_pieces_goals,shots_off_target_inc_woodwork,shots_on_target_inc_goals,straight_red_cards,substitute_off,substitute_on,successful_corners_into_box,successful_crosses_corners,successful_dribbles,successful_fifty_fifty,successful_long_passes,successful_short_passes,tackles_lost,tackles_won,team_games_played,through_balls,time_played,times_tackled,total_clearances,total_fouls_conceded,total_fouls_won,total_passes,total_red_cards,total_shots,total_tackles,touches,unsuccessful_corners_into_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_passes_opposition_half,unsuccessful_passes_own_half,unsuccessful_short_passes,winning_goal,yellow_cards
Okay Yokuslu,M,1994-03-09,28,190,TRUE,Getafe CF,1983-03-30,Midfielder,17,7,10,11,0,0,12,3,0,45,16,29,10,65,3,0,11,0,0,4,4,0,0,0,28,9,19,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,64,0,0,0,3,1,0,2,6,0,0,5,5,12,143,1,8,38,0,463,3,17,6,5,195,0,4,9,263,0,0,17,28,12,23,0,1
Omar Alderete,M,1996-12-26,26,188,FALSE,Valencia CF,1919-03-18,Defender,111,42,69,29,0,1,51,7,1,245,103,142,65,571,21,0,29,0,2,34,27,7,2,0,134,61,73,1,2,0,1,35,0,0,0,2,0,0,0,3,0,0,231,0,0,0,12,5,0,8,1,0,0,13,36,118,460,19,34,38,0,2411,5,150,42,7,950,0,17,53,1334,0,1,218,292,84,154,0,15
Omar Mascarell,M,1993-02-02,30,181,FALSE,Elche CF,1923-03-01,Midfielder,83,40,43,32,0,0,195,5,5,248,126,122,63,352,27,0,32,0,0,39,36,3,0,0,165,86,79,0,0,0,0,48,0,0,0,0,0,0,0,6,0,0,281,0,0,0,6,1,0,15,2,0,1,12,31,85,963,20,26,38,2,2504,14,47,37,22,1227,0,7,46,1564,0,4,66,122,61,113,0,6
Orbelín Pineda,M,1996-03-24,26,168,FALSE,RC Celta,1923-08-23,Midfielder,4,3,1,7,0,0,8,0,1,20,10,10,3,21,1,0,7,0,0,1,1,0,0,0,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,1,0,0,7,0,0,1,2,4,53,3,1,38,0,94,4,1,2,4,65,0,4,4,91,0,1,0,6,2,8,0,0
Ousmane Dembélé,M,1997-05-15,25,178,TRUE,FC Barcelona,1899-11-29,Forward,9,5,4,21,1,0,154,2,25,193,89,104,23,132,6,0,21,13,1,14,14,0,1,0,184,84,100,1,0,2,1,8,1,4,0,0,0,0,0,2,0,0,58,0,0,0,29,8,0,8,6,11,29,59,12,24,538,8,16,38,11,1411,59,2,11,17,666,0,37,24,1123,29,31,10,201,18,94,0,3
Oussama Idrissi,M,1996-02-26,26,175,FALSE,Cadiz CF,1910-09-10,Forward,8,8,0,12,0,0,82,1,13,97,63,34,14,59,6,0,12,1,1,10,8,2,1,0,89,55,34,1,0,1,0,3,0,2,0,0,0,0,0,2,0,1,166,0,0,0,9,8,0,8,1,5,12,23,8,16,251,4,4,38,0,908,35,3,10,3,327,0,17,8,533,11,19,6,86,7,54,0,2
Pablo Maffeo,M,1997-07-12,25,172,FALSE,RCD Mallorca,1916-03-06,Defender,118,57,61,35,0,0,162,6,14,455,204,251,79,393,12,3,35,3,1,47,42,5,1,0,337,147,190,1,1,2,1,46,0,3,0,0,0,0,0,5,0,0,48,0,0,0,15,7,0,9,0,1,28,49,29,31,615,37,47,38,1,2950,85,60,32,59,917,0,22,84,1913,0,30,97,258,94,174,0,10
Pablo Piatti,M,1989-03-31,33,163,TRUE,Elche CF,1923-03-01,Forward,14,7,7,10,0,0,30,0,1,52,26,26,9,15,6,0,10,0,0,6,6,0,0,0,38,19,19,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,25,0,0,0,1,2,0,3,7,0,0,2,3,2,72,5,4,38,0,307,7,2,8,8,97,0,3,9,156,0,3,0,15,11,23,0,0
Pablo Pérez,M,2001-08-18,21,174,FALSE,Sevilla FC,1905-10-14,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Alcácer,M,1993-08-30,29,175,TRUE,Villarreal CF,1923-03-10,Forward,35,25,10,18,1,1,50,0,1,75,44,31,23,39,1,0,18,3,1,11,11,0,1,0,40,19,21,1,0,1,0,6,1,8,0,0,0,0,0,1,0,0,42,0,0,0,8,7,0,10,8,0,0,5,9,3,118,6,3,38,2,790,12,1,5,7,170,0,15,9,276,0,5,2,42,8,47,0,1
Alejandro Gómez,M,1988-02-15,34,167,FALSE,Sevilla FC,1905-10-14,Midfielder,30,20,10,29,0,0,209,3,8,224,119,105,32,201,11,0,29,1,5,11,10,1,4,1,194,99,95,1,0,0,5,7,1,1,0,0,0,0,0,1,0,4,299,0,0,0,12,12,0,13,10,5,20,28,11,56,741,8,11,38,3,1787,54,9,21,48,896,0,24,19,1268,9,26,25,114,22,74,1,4
Pathé Ciss,M,1994-03-16,28,183,FALSE,Rayo Vallecano,1924-05-20,Midfielder,57,23,34,31,2,1,75,1,2,151,67,84,36,176,10,0,31,1,2,15,13,2,2,0,94,44,50,4,2,1,1,30,0,1,1,1,0,0,0,2,0,0,139,0,0,0,8,5,0,10,20,0,0,10,20,51,382,16,15,38,2,1085,16,27,19,9,520,0,13,31,730,0,5,19,55,32,68,0,5
Pau Torres,M,1997-01-16,26,191,FALSE,Villarreal CF,1923-03-10,Defender,97,39,58,33,0,2,134,11,6,199,68,131,34,806,8,0,33,1,5,33,30,3,5,0,102,29,73,0,2,1,3,19,3,0,0,0,0,0,0,4,0,0,812,0,0,0,11,9,0,3,0,0,1,25,17,139,1558,13,19,38,3,2856,8,103,14,16,1979,0,20,32,2322,0,3,141,188,98,141,1,5
Paul Akouokou,M,1997-12-20,25,190,FALSE,Real Betis,1907-09-12,Midfielder,8,2,6,8,0,0,47,2,0,54,26,28,15,101,7,0,8,0,0,3,3,0,0,0,46,24,22,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,80,0,0,0,2,0,1,3,2,0,1,6,7,13,270,5,9,38,0,517,7,6,13,2,323,1,2,14,396,0,2,10,27,13,30,0,2
Pedro González López,M,2002-11-25,20,174,FALSE,FC Barcelona,1899-11-29,Midfielder,7,3,4,12,0,2,141,2,3,94,38,56,24,133,1,0,12,1,3,9,7,2,2,1,87,35,52,0,0,0,1,5,0,0,0,0,0,0,0,1,0,3,151,0,0,0,4,5,0,6,2,5,7,15,10,36,465,8,12,38,5,888,21,5,1,17,579,0,9,20,753,8,4,6,76,13,72,1,0
Pedro Alemañ,M,2002-03-21,20,182,FALSE,Valencia CF,1919-03-18,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Bigas,M,1990-05-15,32,181,FALSE,Elche CF,1923-03-01,Defender,47,11,36,19,1,0,37,2,3,114,42,72,36,370,9,0,19,0,1,26,24,2,1,0,67,31,36,0,1,0,1,18,0,0,0,0,0,0,0,2,0,0,317,0,0,0,6,3,0,6,0,0,1,2,20,53,751,14,10,38,1,1555,4,76,16,11,925,0,9,24,1141,0,4,65,85,37,56,0,6
Pedro Ortiz,M,2000-08-19,22,184,FALSE,Sevilla FC,1905-10-14,Defender,0,0,0,1,0,0,1,0,0,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,12,0,0,38,1,6,0,1,1,0,14,0,1,0,16,0,0,0,0,0,0,0,0
José Sanchez,M,2000-03-02,22,185,FALSE,Granada CF,1931-01-01,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José García,M,1998-08-11,24,185,FALSE,Levante UD,1909-09-07,Midfielder,45,14,31,29,2,0,166,2,5,211,101,110,61,405,27,0,29,0,0,39,35,4,0,0,166,87,79,2,0,0,0,38,0,0,0,0,0,0,0,4,0,0,302,0,0,0,5,2,0,9,6,17,23,13,37,75,905,19,27,38,2,2016,17,29,47,20,1208,0,7,46,1542,20,7,71,204,59,157,0,9
Pere Joan García,M,2002-03-22,20,188,FALSE,RCD Mallorca,1916-03-06,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pere Milla,M,1992-09-23,30,184,FALSE,Elche CF,1923-03-01,Forward,75,43,32,32,0,4,128,2,10,260,143,117,52,153,8,0,32,3,8,24,24,0,7,1,185,100,85,3,3,1,4,5,4,9,0,1,0,0,0,3,0,1,90,0,0,0,9,14,0,9,15,0,4,16,24,14,340,5,15,38,3,1638,50,19,17,50,489,0,23,20,830,1,17,23,109,35,112,2,5
Pere Pons,M,1993-02-20,29,177,FALSE,Deportivo Alaves,1921-01-23,Midfielder,51,34,17,27,0,1,90,0,1,150,86,64,31,123,14,0,27,0,1,26,22,4,1,0,99,52,47,0,0,0,0,6,1,2,0,0,0,0,0,1,0,0,60,0,0,0,9,4,0,17,10,0,2,4,19,10,253,8,18,38,0,1375,14,11,25,17,360,0,13,26,545,0,4,11,76,27,86,0,2
Pervis Estupiñán,M,1998-01-21,25,175,FALSE,Villarreal CF,1923-03-10,Defender,43,20,23,28,0,0,186,4,9,168,81,87,33,250,13,0,28,1,0,17,14,3,0,0,125,61,64,1,0,0,0,25,0,11,0,1,0,0,0,3,0,0,370,0,0,0,7,4,0,10,11,0,14,17,16,21,651,14,22,38,0,1574,32,22,24,11,825,0,11,36,1319,0,18,28,157,55,125,0,3
Pierre-Emerick Aubameyang,M,1989-06-18,33,187,FALSE,FC Barcelona,1899-11-29,Forward,20,13,7,17,0,7,102,0,3,54,34,20,31,29,5,0,17,1,11,10,10,0,10,1,34,21,13,1,3,0,4,2,3,7,0,0,0,0,0,2,0,4,51,0,0,0,11,20,0,13,4,0,0,4,18,5,171,0,2,38,2,1092,10,3,7,7,233,0,31,2,364,0,2,1,54,8,56,4,0
Cristian Portugués Manzanera,M,1992-05-21,30,167,FALSE,Real Sociedad,1909-09-07,Midfielder,51,37,14,37,0,0,130,1,20,163,99,64,45,107,10,1,37,2,1,16,14,2,1,0,112,62,50,1,0,1,1,7,0,11,0,0,0,0,1,3,0,1,69,0,0,0,6,10,0,16,20,1,7,9,22,5,333,9,7,38,3,1586,28,7,19,25,440,0,16,16,708,3,9,5,104,26,97,0,5
Joaquín José Marín Ruiz,M,1989-09-24,33,178,FALSE,Granada CF,1931-01-01,Defender,61,34,27,32,0,0,123,5,18,271,142,129,53,317,22,0,32,1,0,41,36,5,0,0,210,108,102,4,0,0,0,36,0,1,0,0,0,0,0,3,0,0,41,0,0,0,13,2,0,8,5,0,8,17,23,41,427,39,34,38,1,2304,36,52,39,13,672,0,15,73,1337,0,16,95,194,74,109,0,11
Radamel Falcao,M,1986-02-10,36,177,FALSE,Rayo Vallecano,1924-05-20,Forward,61,34,27,22,2,2,60,0,7,121,71,50,14,26,5,0,22,0,6,12,11,1,6,0,60,37,23,0,2,1,4,2,2,15,0,0,0,0,0,1,0,2,43,0,0,0,13,15,0,7,14,0,2,3,6,2,128,1,1,38,0,831,18,11,17,18,167,0,28,2,316,0,7,1,30,9,36,3,1
Rafael Marín Zamora,M,2002-05-19,20,190,FALSE,Real Madrid,1902-03-06,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Mir Vicente,M,1997-06-18,25,191,FALSE,Sevilla FC,1905-10-14,Forward,111,52,59,34,0,3,117,2,10,213,121,92,52,59,11,0,34,0,10,23,19,4,10,0,102,69,33,1,2,3,7,0,2,23,0,0,0,0,0,1,0,6,84,0,0,0,28,24,0,9,16,0,2,12,18,5,227,1,3,38,1,1801,27,15,32,18,343,0,52,4,591,0,11,2,91,27,109,4,6
Rafael Alcántara do Nascimento,M,1993-02-12,29,174,TRUE,Real Sociedad,1909-09-07,Midfielder,28,15,13,17,1,0,125,0,3,199,87,112,43,177,17,0,17,0,1,10,9,1,1,0,171,72,99,1,0,1,1,12,1,0,0,0,0,0,0,1,0,0,166,0,0,0,9,2,0,13,4,1,4,18,27,24,553,16,27,38,2,1060,40,3,21,38,652,0,11,43,937,9,18,10,72,20,65,0,3
Randy Nteka,M,1997-12-06,25,189,FALSE,Rayo Vallecano,1924-05-20,Midfielder,131,69,62,34,0,1,85,0,7,289,164,125,49,125,21,2,34,0,3,20,16,4,2,1,158,95,63,2,0,1,2,8,1,3,0,0,0,0,0,3,0,2,100,0,0,0,19,8,0,16,18,0,1,16,23,4,262,11,13,38,4,1461,47,10,41,24,395,0,27,24,706,0,14,8,121,16,121,1,3
Raúl Albiol,M,1985-09-04,37,187,FALSE,Villarreal CF,1923-03-10,Defender,70,28,42,28,0,0,116,11,2,138,56,82,33,523,9,0,28,0,0,25,21,4,0,0,68,28,40,0,0,0,0,21,0,2,0,0,0,0,0,3,0,0,310,0,0,0,4,1,0,2,0,0,0,3,26,131,1207,11,15,38,0,2466,7,124,18,12,1555,0,5,26,1828,0,1,114,133,87,103,0,8
Raúl García,M,1986-07-11,36,184,FALSE,Athletic Club,1898-12-31,Midfielder,128,71,57,35,0,3,110,0,8,285,160,125,55,249,31,0,35,2,6,17,16,1,6,0,157,89,68,1,1,2,3,9,2,12,0,0,0,0,0,2,0,3,106,0,0,0,19,14,0,23,11,0,2,9,27,19,342,10,17,38,2,1812,18,20,49,32,582,0,33,27,862,0,3,25,201,38,196,1,4
Raúl García,M,2000-11-03,22,192,FALSE,Real Betis,1907-09-12,Forward,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
José Raúl Gutiérrez Parejo,M,1996-12-30,26,177,FALSE,Elche CF,1923-03-01,Midfielder,30,18,12,31,0,0,127,3,2,156,77,79,45,242,7,0,31,0,0,17,15,2,0,0,126,59,67,1,0,0,0,25,0,0,0,0,0,0,0,1,1,0,183,0,0,0,10,5,0,8,14,0,1,11,21,42,613,10,15,38,3,1626,25,7,16,34,777,1,15,25,1000,0,10,35,88,42,87,0,2
Raúl de Tomás,M,1994-10-17,28,180,FALSE,RCD Espanyol de Barcelona,1900-10-23,Forward,72,37,35,34,9,5,239,3,21,316,162,154,77,106,17,1,34,3,17,44,43,1,16,1,244,125,119,3,2,7,12,6,5,31,0,1,0,0,5,3,1,10,229,0,0,1,41,45,1,12,1,0,5,50,39,61,543,4,11,38,1,2923,82,38,35,55,720,2,86,15,1264,0,22,23,105,28,93,3,5
Reinildo Isnard Mandava,M,1994-01-21,29,180,FALSE,Atletico de Madrid,1903-04-26,Defender,52,29,23,17,0,0,60,4,2,158,66,92,30,275,16,0,17,0,0,12,10,2,0,0,106,37,69,1,0,0,0,21,0,0,0,1,0,0,0,3,0,0,184,0,0,0,2,0,0,4,2,0,0,5,14,18,468,20,25,38,1,1298,7,32,26,20,581,0,2,45,879,0,2,40,75,36,55,0,4
Renan Augusto Lodi dos Santos,M,1998-04-08,24,173,FALSE,Atletico de Madrid,1903-04-26,Defender,49,21,28,29,0,0,118,1,9,177,80,97,35,130,12,0,29,2,2,13,11,2,2,0,128,59,69,4,0,0,2,13,2,3,0,1,0,0,0,2,0,0,210,0,0,0,5,4,0,10,16,0,9,17,19,11,388,13,18,38,0,1174,26,15,21,21,489,0,9,31,837,0,14,20,88,41,70,1,5
Renato Tapia,M,1995-07-28,27,185,FALSE,RC Celta,1923-08-23,Midfielder,53,23,30,29,0,0,61,3,2,222,110,112,44,263,26,0,29,0,0,19,14,5,0,0,169,87,82,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,266,0,0,0,7,3,0,7,16,0,1,6,26,63,618,19,31,38,3,1402,22,39,35,26,851,0,10,50,1126,0,9,71,110,62,99,0,10
Ricard Puig Martí,M,1999-08-13,23,169,FALSE,FC Barcelona,1899-11-29,Forward,4,3,1,15,0,0,100,2,2,57,35,22,22,68,6,0,15,0,1,4,3,1,1,0,53,32,21,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,176,0,0,0,2,3,0,0,13,0,0,5,9,16,401,3,3,38,0,474,13,0,9,10,450,0,5,6,521,0,3,4,27,7,29,0,0
Roberto Suárez Pier,M,1995-02-16,27,182,FALSE,Levante UD,1909-09-07,Defender,60,32,28,27,0,0,55,4,2,165,86,79,52,497,18,0,27,0,1,41,35,6,1,0,105,54,51,0,0,0,1,30,1,0,0,1,0,0,0,2,1,0,179,0,0,0,3,3,0,3,6,0,1,5,22,67,762,16,20,38,0,2008,4,86,35,10,1038,1,6,36,1300,0,1,115,138,76,94,0,3
Roberto Soldado,M,1985-05-27,37,180,TRUE,Levante UD,1909-09-07,Forward,24,18,6,18,0,1,51,0,0,53,36,17,15,29,6,0,18,2,3,15,13,2,3,0,29,18,11,0,0,0,2,1,1,9,0,0,0,0,0,0,1,2,33,0,0,0,8,8,1,7,11,0,1,3,7,3,93,2,1,38,1,660,7,7,9,5,145,2,16,3,218,0,4,4,43,6,45,1,5
Roberto Torres,M,1989-03-07,33,178,FALSE,CA Osasuna,1920-11-17,Midfielder,17,13,4,28,0,2,63,0,12,72,45,27,21,121,6,0,28,2,2,14,14,0,2,0,55,32,23,0,0,0,0,8,0,0,0,0,0,0,2,0,0,2,49,0,0,0,5,6,0,6,22,9,21,5,7,28,211,3,4,38,2,798,12,4,8,11,346,0,11,7,535,24,7,26,148,18,81,0,3
Robin Le Normand,M,1996-11-11,26,187,FALSE,Real Sociedad,1909-09-07,Defender,177,68,109,37,0,1,132,19,1,294,115,179,65,648,14,0,37,1,1,37,32,5,1,0,117,47,70,0,1,2,0,48,0,2,0,0,0,0,0,5,0,0,804,0,0,0,8,5,0,0,0,0,0,1,26,127,1768,17,32,38,1,3330,5,118,37,22,2153,0,13,49,2521,0,2,97,151,108,161,1,7
Rodrigo Battaglia,M,1991-07-12,31,187,FALSE,RCD Mallorca,1916-03-06,Midfielder,58,25,33,26,0,0,71,3,3,173,81,92,33,178,14,0,26,0,0,25,23,2,0,0,115,56,59,2,0,0,0,10,0,0,0,1,0,0,0,5,1,0,120,0,0,0,2,1,0,5,14,0,0,10,15,18,409,16,16,38,0,1174,16,36,28,18,510,1,3,32,706,0,5,25,56,28,58,0,3
Rodrigo de Paul,M,1994-05-24,28,180,FALSE,Atletico de Madrid,1903-04-26,Midfielder,40,22,18,36,0,2,142,4,15,292,136,156,63,410,29,0,36,1,3,24,20,4,2,1,252,114,138,4,0,0,1,21,0,1,0,0,0,0,0,1,0,3,350,0,0,0,8,9,0,15,12,16,33,25,28,102,954,25,30,38,21,2154,44,13,45,59,1290,0,17,55,1779,25,13,76,251,42,158,1,7
Rodrygo Silva de Goes,M,2001-01-09,22,174,FALSE,Real Madrid,1902-03-06,Forward,39,25,14,33,0,1,202,1,20,191,103,88,40,105,8,3,33,4,4,13,12,1,4,0,152,78,74,3,0,0,3,11,0,13,0,0,0,0,0,2,0,4,150,0,0,0,12,15,0,15,16,5,8,27,14,7,532,4,14,38,1,1527,46,3,20,29,626,0,27,18,972,10,31,9,99,21,78,1,3
Roger Martí,M,1991-01-03,32,179,FALSE,Levante UD,1909-09-07,Forward,85,54,31,29,0,3,136,1,9,267,173,94,74,111,35,1,29,3,7,42,36,6,7,0,182,119,63,2,0,2,4,2,1,12,0,0,0,0,1,3,0,6,91,0,0,0,23,20,0,13,4,0,1,14,31,12,300,9,14,38,5,2124,37,8,62,28,448,0,43,23,751,0,14,15,120,25,121,1,8
Ronald Araújo,M,1999-03-07,23,188,FALSE,FC Barcelona,1899-11-29,Defender,85,25,60,30,0,2,157,6,5,180,61,119,41,481,13,0,30,0,4,29,25,4,4,0,95,36,59,0,3,1,2,23,0,1,0,0,0,0,0,2,0,1,287,0,0,0,5,10,0,3,5,0,3,6,18,85,1364,18,23,38,0,2270,8,59,25,12,1607,0,15,41,1912,0,2,80,104,58,78,1,6
Rubén Alcaraz,M,1991-05-01,31,183,FALSE,Cadiz CF,1910-09-10,Midfielder,45,23,22,14,5,1,81,5,4,201,92,109,21,202,19,0,14,0,2,12,10,2,1,1,156,69,87,1,1,0,1,13,1,1,0,1,0,0,0,5,0,0,176,0,0,0,11,6,0,2,2,2,6,11,8,59,489,21,20,38,3,1105,17,13,30,35,641,0,17,41,870,2,6,37,85,25,56,1,7
Rubén Blanco,M,1995-07-25,27,188,FALSE,RC Celta,1923-08-23,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Duarte,M,1995-10-18,27,180,FALSE,Deportivo Alaves,1921-01-23,Defender,91,37,54,34,0,0,122,4,13,309,134,175,72,506,32,1,34,4,0,44,39,5,0,0,218,97,121,1,0,1,0,57,0,2,0,1,0,0,0,4,1,0,270,0,0,0,3,3,0,11,3,3,26,5,39,59,566,29,47,38,1,2627,11,71,45,40,923,1,6,76,1762,9,4,133,312,79,165,0,10
Rubén García,M,1993-07-14,29,171,FALSE,CA Osasuna,1920-11-17,Forward,74,45,29,37,4,1,239,1,24,278,155,123,55,249,25,0,37,6,1,36,35,1,0,1,204,110,94,0,0,1,0,24,1,8,0,1,0,0,0,4,0,0,387,0,0,0,12,12,0,29,7,37,65,24,21,52,754,17,26,38,1,2395,41,15,37,28,1035,0,24,43,1629,45,23,33,315,48,196,0,1
Rubén Iranzo,M,2003-03-14,19,182,FALSE,Valencia CF,1919-03-18,Defender,1,1,0,4,0,0,3,0,0,11,8,3,3,23,0,0,4,0,0,6,6,0,0,0,10,7,3,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,6,0,0,0,1,0,0,0,3,0,0,0,2,2,36,0,3,38,0,134,0,6,2,0,47,0,1,3,69,0,0,5,7,2,4,0,2
Rubén Peña,M,1991-07-18,31,170,FALSE,Villarreal CF,1923-03-10,Forward,8,5,3,7,0,0,7,0,2,37,26,11,6,11,4,0,7,0,0,0,0,0,0,0,29,21,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,1,6,0,2,2,3,1,34,2,0,38,0,127,9,1,8,4,44,0,3,2,86,1,3,1,12,1,8,0,1
Rubén Rochina,M,1991-03-23,31,182,FALSE,Granada CF,1931-01-01,Midfielder,15,9,6,15,1,0,76,2,4,118,61,57,22,115,8,0,15,3,1,12,11,1,0,1,103,52,51,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,47,0,0,0,5,5,0,3,7,4,9,14,11,35,211,8,13,38,3,739,21,4,11,16,338,0,10,21,541,8,5,34,100,19,58,1,3
Rubén Sobrino,M,1992-06-01,30,185,FALSE,Cadiz CF,1910-09-10,Forward,96,57,39,33,0,0,93,4,6,317,185,132,76,122,24,0,33,1,4,31,28,3,4,0,221,128,93,2,1,1,0,21,0,4,0,0,0,0,0,6,0,3,113,0,0,0,17,10,0,10,14,0,3,33,35,12,337,11,17,38,1,1856,56,16,46,33,474,0,27,28,862,0,23,14,99,37,111,0,3
Rubén Yáñez,M,1993-10-12,29,190,FALSE,Getafe CF,1983-03-30,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rui Tiago Dantas da Silva,M,1994-02-07,28,191,FALSE,Real Betis,1907-09-12,Goalkeeper,4,0,4,22,0,0,0,8,0,9,2,7,0,378,1,0,22,0,0,21,18,3,0,0,5,2,3,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,128,0,55,0,0,0,0,0,1,0,0,0,0,129,292,1,0,38,0,1963,0,17,1,3,629,0,0,1,842,0,0,203,156,52,5,0,2
Rúben Miguel Nunes Vezo,M,1994-04-25,28,182,FALSE,Levante UD,1909-09-07,Defender,93,41,52,32,0,0,63,4,3,225,98,127,54,455,10,1,32,0,0,55,47,8,0,0,132,57,75,1,0,0,0,36,0,0,0,1,0,0,0,2,0,0,367,0,0,0,10,4,0,4,5,0,0,5,27,92,951,12,29,38,2,2420,8,101,35,29,1247,0,14,41,1601,0,3,88,130,80,116,0,4
Salvador Sevilla,M,1984-03-18,38,178,FALSE,RCD Mallorca,1916-03-06,Midfielder,8,6,2,28,7,1,115,1,7,72,38,34,28,356,10,0,28,3,5,28,23,5,4,1,64,32,32,1,0,1,4,14,0,0,0,0,0,0,4,3,0,5,272,0,0,0,10,8,0,16,11,10,14,5,15,71,726,6,12,38,4,1510,7,10,15,9,947,0,18,18,1154,24,2,42,157,33,108,0,2
Salvador Sánchez Ponce,M,1991-03-30,31,175,FALSE,Cadiz CF,1910-09-10,Midfielder,34,19,15,23,0,2,69,2,13,111,51,60,31,98,4,0,23,1,2,20,18,2,2,0,77,32,45,0,0,0,0,6,0,1,0,0,0,0,0,4,1,2,35,0,0,0,6,8,0,11,6,1,11,9,15,8,181,10,10,38,2,1400,12,10,9,16,279,1,14,20,531,1,7,26,118,26,64,1,1
Samuel Chukwueze,M,1999-05-22,23,172,FALSE,Villarreal CF,1923-03-10,Midfielder,25,18,7,27,0,2,126,1,15,214,111,103,30,93,6,0,27,3,3,14,13,1,3,0,189,93,96,0,0,2,1,5,3,12,0,0,0,0,0,3,0,0,16,0,0,0,16,7,0,9,15,0,2,67,15,10,321,4,9,38,9,1329,79,4,11,16,440,0,23,13,785,0,59,10,100,23,99,0,4
