name,gender,date_of_birth,age,height,international,team,team_foundation,position,aerial_duels,aerial_duels_lost,aerial_duels_won,appearances,attempts_from_set_pieces,away_goals,backward_passes,clean_sheets,corners_won,duels,duels_lost,duels_won,fifty_fifty,forward_passes,foul_attempted_tackle,foul_won_penalty,games_played,goal_assists,goals,goals_conceded,goals_conceded_inside_box,goals_conceded_outside_box,goals_from_inside_box,goals_from_outside_box,ground_duels,ground_duels_lost,ground_duels_won,handballs_conceded,headed_goals,hit_woodwork,home_goals,interceptions,left_foot_goals,offsides,own_goal_scored,penalties_conceded,penalties_off_target,penalties_saved,penalty_goals,penalty_goals_conceded,red_cards_2nd_yellow,right_foot_goals,rightside_passes,saves_from_penalty,saves_made,set_pieces_goals,shots_off_target_inc_woodwork,shots_on_target_inc_goals,straight_red_cards,substitute_off,substitute_on,successful_corners_into_box,successful_crosses_corners,successful_dribbles,successful_fifty_fifty,successful_long_passes,successful_short_passes,tackles_lost,tackles_won,team_games_played,through_balls,time_played,times_tackled,total_clearances,total_fouls_conceded,total_fouls_won,total_passes,total_red_cards,total_shots,total_tackles,touches,unsuccessful_corners_into_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_passes_opposition_half,unsuccessful_passes_own_half,unsuccessful_short_passes,winning_goal,yellow_cards
Aarón Escandell,M,1995-09-27,27,185,FALSE,Granada CF,1931-01-01,Goalkeeper,0,0,0,4,0,0,0,1,0,2,1,1,1,99,0,0,4,0,0,6,6,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,10,0,0,0,1,0,1,0,0,0,1,38,21,0,0,38,0,283,0,5,0,1,115,1,0,0,148,0,0,55,49,7,1,0,1
Abdelkabir Abqar,M,1999-03-10,23,188,FALSE,Deportivo Alaves,1921-01-23,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdón Prats,M,1992-12-07,30,181,FALSE,RCD Mallorca,1916-03-06,Forward,62,31,31,23,2,1,41,0,2,121,66,55,12,45,4,0,23,0,3,14,13,1,3,0,59,35,24,1,0,2,2,1,3,2,0,0,0,0,0,1,0,0,33,0,0,0,8,6,0,6,17,0,0,7,7,4,100,0,2,38,0,633,25,5,8,15,154,0,14,2,269,0,4,2,41,11,48,1,4
Adama Traoré,M,1996-01-25,27,178,FALSE,FC Barcelona,1899-11-29,Forward,7,2,5,11,0,0,54,0,6,66,26,40,11,20,1,0,11,2,0,7,6,1,0,0,59,24,35,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,7,0,0,0,4,3,0,3,7,0,11,24,4,3,106,2,2,38,0,378,16,3,7,7,128,0,7,4,259,0,11,1,40,6,18,0,0
Adnan Januzaj,M,1995-02-05,27,186,FALSE,Real Sociedad,1909-09-07,Midfielder,29,19,10,33,9,2,135,0,19,259,135,124,49,155,9,1,33,0,3,14,14,0,3,0,230,116,114,4,0,1,1,12,2,4,0,0,0,0,2,3,0,1,113,0,0,0,10,15,0,16,16,20,36,46,23,35,409,6,11,38,5,1625,78,13,28,51,587,0,25,17,1164,53,33,40,230,23,103,0,5
Adrià Pedrosa,M,1998-05-13,24,176,FALSE,RCD Espanyol de Barcelona,1900-10-23,Defender,37,20,17,31,0,0,171,8,31,298,130,168,55,357,13,0,31,1,1,40,39,1,0,1,261,110,151,0,0,0,1,25,1,0,1,0,0,0,0,3,0,0,344,0,0,0,11,7,0,4,0,0,16,48,35,42,684,28,30,38,0,2722,60,86,19,45,933,0,18,58,1772,1,34,88,214,92,119,1,8
Adrián De la Fuente,M,1999-02-26,23,179,FALSE,Villarreal CF,1923-03-10,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrián Embarba,M,1992-05-07,30,173,TRUE,RCD Espanyol de Barcelona,1900-10-23,Forward,48,31,17,32,15,0,158,3,37,324,179,145,69,161,19,0,32,2,0,23,22,1,0,0,276,148,128,2,0,2,0,19,0,7,0,0,0,0,0,1,0,0,118,0,0,0,20,16,0,18,8,16,32,41,35,24,411,15,29,38,0,1995,77,25,30,43,576,0,36,44,1238,66,39,28,259,42,113,0,4
Adrián Rodríguez,M,2000-12-12,22,195,FALSE,Deportivo Alaves,1921-01-23,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aihen Muñoz,M,1997-08-16,25,175,FALSE,Real Sociedad,1909-09-07,Defender,47,22,25,20,0,0,83,4,11,166,85,81,37,256,19,0,20,0,0,18,16,2,0,0,119,63,56,1,0,0,0,17,0,0,0,0,0,0,0,1,1,0,226,0,0,0,4,0,0,5,5,0,7,14,21,25,441,11,17,38,0,1344,26,29,27,14,593,1,4,28,973,1,14,38,107,52,89,0,2
Aitor Fernández,M,1991-05-03,31,182,FALSE,Levante UD,1909-09-07,Goalkeeper,2,0,2,13,0,0,0,2,0,4,0,4,0,214,0,0,13,0,0,29,25,4,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,52,1,52,0,0,0,1,0,0,0,0,0,0,69,134,1,1,38,0,1167,0,9,1,1,312,1,0,2,462,0,0,105,81,28,4,0,1
Aitor Ruibal,M,1996-03-22,26,176,FALSE,Real Betis,1907-09-12,Forward,19,14,5,19,0,0,64,0,11,137,83,54,26,87,15,0,19,0,0,11,11,0,0,0,118,69,49,2,0,0,0,8,0,1,0,0,0,0,0,0,0,0,55,0,0,0,10,3,0,8,10,0,2,13,9,5,230,6,15,38,0,858,24,5,23,15,295,0,13,21,508,0,13,11,68,7,49,0,6
Alan Godoy,M,2003-05-04,19,178,FALSE,Deportivo Alaves,1921-01-23,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Flores,M,2003-11-10,19,186,FALSE,Sevilla FC,1905-10-14,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Moreno,M,1992-07-05,30,171,FALSE,Villarreal CF,1923-03-10,Defender,17,10,7,24,1,1,151,3,14,114,63,51,40,134,11,0,24,2,3,9,7,2,3,0,97,53,44,0,0,1,2,27,3,6,0,2,0,0,0,2,0,0,176,0,0,0,4,10,0,10,11,3,14,10,23,11,445,6,7,38,3,1222,20,11,20,21,533,0,14,13,812,4,7,12,95,15,65,0,3
Alberto Moreno Rebanal,M,2002-04-19,20,175,FALSE,Atletico de Madrid,1903-04-26,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Perea,M,1990-12-19,32,177,FALSE,Cadiz CF,1910-09-10,Midfielder,11,9,2,18,1,0,68,0,7,142,72,70,21,103,3,0,18,1,0,16,15,1,0,0,131,63,68,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,111,0,0,0,5,4,0,5,10,1,8,29,12,6,245,10,9,38,2,775,42,4,7,20,311,0,9,19,576,8,24,14,84,16,46,0,2
Alberto Soro,M,1999-03-09,23,173,FALSE,Granada CF,1931-01-01,Midfielder,29,19,10,16,0,0,32,0,5,81,48,33,24,58,4,0,16,0,0,14,12,2,0,0,52,29,23,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,42,0,0,0,3,4,0,6,9,1,1,6,7,4,116,2,10,38,1,575,19,1,5,5,159,0,7,12,291,1,5,6,40,13,33,0,0
Aleix Vidal,M,1989-08-21,33,177,TRUE,RCD Espanyol de Barcelona,1900-10-23,Defender,20,10,10,31,0,1,221,2,10,168,84,84,44,279,15,0,31,0,2,34,34,0,2,0,148,74,74,3,0,0,1,25,0,1,0,1,0,0,0,4,0,2,45,0,0,0,1,3,0,12,10,3,14,12,20,34,713,6,25,38,0,1905,35,25,24,31,903,0,4,31,1352,0,20,45,135,59,111,1,10
Alejandro Catena,M,1994-10-28,28,194,FALSE,Rayo Vallecano,1924-05-20,Defender,163,41,122,36,0,1,103,9,5,263,88,175,39,726,11,0,36,2,2,46,40,6,2,0,100,47,53,1,2,0,1,30,0,3,0,1,0,0,0,7,0,0,498,0,0,0,13,6,0,0,0,0,0,5,24,220,1171,16,23,38,2,3240,6,165,26,14,1712,0,19,39,2093,0,0,170,214,109,151,0,8
Aleksander Sedlar,M,1991-12-13,31,178,FALSE,RCD Mallorca,1916-03-06,Defender,13,5,8,10,0,0,15,0,0,35,16,19,8,66,2,0,10,0,0,9,7,2,0,0,22,11,11,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,47,0,0,0,0,0,0,0,7,0,0,0,3,9,134,2,3,38,0,401,0,18,9,6,175,1,0,5,222,0,0,13,18,14,19,0,3
Alessandro Burlamaqui,M,2002-02-18,20,179,FALSE,Valencia CF,1919-03-18,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Berenguer Remiro,M,1995-07-04,27,175,FALSE,Athletic Club,1898-12-31,Forward,110,59,51,34,1,1,183,5,28,386,213,173,85,242,17,0,34,6,3,17,16,1,3,0,276,154,122,3,1,1,2,16,0,14,0,0,0,0,0,1,0,2,85,0,0,0,18,16,0,13,10,15,31,33,41,17,496,19,26,38,7,2172,74,14,44,46,717,0,34,45,1344,34,38,36,280,38,168,1,8
Alexandru Mircea Tirlea,M,2000-03-28,22,182,FALSE,Deportivo Alaves,1921-01-23,Midfielder,1,1,0,1,0,0,2,0,0,4,2,2,1,4,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,0,0,38,0,14,1,1,0,0,7,0,0,0,20,0,1,0,1,2,2,0,0
Alexander Isak,M,1999-09-21,23,190,FALSE,Real Sociedad,1909-09-07,Forward,63,34,29,32,3,3,127,1,20,262,153,109,59,92,12,0,32,2,6,21,17,4,5,1,199,119,80,2,0,4,3,3,1,15,0,0,0,0,2,2,0,5,94,0,0,1,19,35,0,21,6,0,3,44,22,5,305,3,4,38,5,2155,80,7,32,30,417,0,54,7,803,0,44,7,102,19,100,2,6
Alexander Sørloth,M,1995-12-05,27,195,FALSE,Real Sociedad,1909-09-07,Forward,100,49,51,33,0,3,139,5,14,288,165,123,74,74,13,2,33,0,4,18,17,1,3,1,188,116,72,3,1,2,1,4,3,12,0,0,0,0,0,3,0,0,112,0,0,0,13,13,0,12,13,0,0,38,38,8,321,13,7,38,1,1760,80,15,29,14,447,0,26,20,802,0,28,8,107,20,110,1,2
Alfonso González Martínez,M,1999-05-04,23,172,FALSE,RC Celta,1923-08-23,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfonso Espino,M,1992-01-05,31,172,FALSE,Cadiz CF,1910-09-10,Defender,100,54,46,37,0,1,133,12,31,433,213,220,83,639,33,0,37,2,2,51,47,4,2,0,333,159,174,3,0,2,1,54,2,6,0,1,0,0,0,11,0,0,416,0,0,0,17,7,0,1,0,1,30,24,35,81,740,44,63,38,5,3329,44,76,50,43,1274,0,24,107,2321,1,23,174,420,153,279,1,6
Alfonso Pastor,M,2000-10-04,22,189,FALSE,Sevilla FC,1905-10-14,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfonso Pedraza,M,1996-04-09,26,184,FALSE,Villarreal CF,1923-03-10,Forward,28,14,14,28,0,3,177,3,32,221,116,105,59,276,21,0,28,4,4,18,17,1,4,0,193,102,91,0,1,2,1,31,2,2,0,0,0,0,0,0,0,1,255,0,0,0,10,8,0,11,9,0,16,31,27,19,546,18,16,38,0,1703,49,29,35,26,732,0,18,34,1341,0,30,54,193,59,113,1,2
Amath Ndiaye,M,1996-07-16,26,173,FALSE,RCD Mallorca,1916-03-06,Forward,25,20,5,19,0,0,52,1,8,143,84,59,26,52,14,0,19,1,0,13,10,3,0,0,118,64,54,0,0,0,0,7,0,6,0,0,0,0,0,1,0,0,54,0,0,0,4,4,0,8,10,0,1,15,12,5,150,10,11,38,2,884,35,6,19,18,191,0,8,21,384,0,16,0,39,3,36,0,5
Ander Barrenetxea,M,2001-12-27,21,178,FALSE,Real Sociedad,1909-09-07,Forward,8,4,4,11,0,0,43,0,2,112,62,50,14,55,7,0,11,1,1,8,7,1,1,0,104,58,46,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,54,0,0,0,4,3,0,6,5,0,0,15,7,5,124,5,10,38,1,548,38,2,10,16,176,0,7,15,321,0,22,3,43,12,44,1,0
Ander Capa,M,1992-02-08,30,175,FALSE,Athletic Club,1898-12-31,Defender,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,38,0,3,0,0,0,0,2,0,1,0,3,0,0,0,0,1,1,0,0
Ander Guevara,M,1997-07-07,25,180,FALSE,Real Sociedad,1909-09-07,Midfielder,37,22,15,17,0,0,102,2,1,90,49,41,26,165,11,0,17,0,0,10,9,1,0,0,53,27,26,0,0,0,0,12,0,0,0,1,0,0,0,3,0,0,171,0,0,0,2,0,0,8,6,0,0,3,16,28,497,5,13,38,1,870,5,8,15,5,607,0,2,18,712,0,1,12,49,33,70,0,2
Ander Iruarrizaga,M,1998-08-22,24,188,FALSE,Athletic Club,1898-12-31,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andoni Gorosabel,M,1996-08-04,26,174,FALSE,Real Sociedad,1909-09-07,Defender,52,30,22,32,0,0,243,6,15,213,108,105,50,407,15,0,32,4,0,22,18,4,0,0,161,78,83,1,0,0,0,18,0,0,0,0,0,0,0,3,0,0,100,0,0,0,4,1,0,13,7,0,16,18,24,31,935,16,31,38,0,2296,30,42,27,18,1138,0,5,47,1739,3,16,38,165,54,134,0,4
Andrii Lunin,M,1999-02-11,23,191,FALSE,Real Madrid,1902-03-06,Goalkeeper,0,0,0,2,0,0,0,0,0,1,1,0,0,24,1,0,2,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,14,1,7,0,0,0,0,0,0,0,0,0,0,12,45,0,0,38,0,180,0,3,1,0,67,0,0,0,93,0,0,7,3,7,3,0,0
Andrés Guardado,M,1986-09-28,36,169,TRUE,Real Betis,1907-09-12,Midfielder,44,32,12,28,0,0,95,3,3,148,82,66,35,289,14,0,28,1,0,15,14,1,0,0,104,50,54,2,0,1,0,21,0,0,0,1,0,0,0,2,0,0,352,0,0,0,7,3,0,12,11,0,1,6,22,82,704,17,13,38,1,1394,8,24,24,18,927,0,10,30,1150,1,4,59,110,39,82,0,4
Anssumane Fati Vieira,M,2002-10-31,20,178,FALSE,FC Barcelona,1899-11-29,Forward,4,3,1,10,1,2,54,0,5,44,24,20,9,22,7,1,10,0,4,4,3,1,2,2,40,21,19,0,0,0,2,1,0,3,0,0,0,0,0,0,0,4,63,0,0,0,5,8,0,3,7,0,1,4,6,2,129,1,2,38,1,331,12,0,9,12,154,0,13,3,241,1,10,1,24,1,22,0,0
Ante Budimir,M,1991-07-22,31,190,FALSE,CA Osasuna,1920-11-17,Forward,210,101,109,28,0,3,88,1,10,368,195,173,68,102,20,1,28,2,8,24,22,2,7,1,158,94,64,2,1,3,5,3,5,16,0,0,0,0,2,1,0,2,68,0,0,0,18,22,0,11,8,0,2,11,32,2,197,14,10,38,2,1742,48,16,37,32,343,0,40,24,682,0,20,3,131,18,141,4,3
Anthony Lozano,M,1993-04-25,29,185,TRUE,Cadiz CF,1910-09-10,Forward,122,78,44,31,0,5,64,0,19,321,195,126,74,71,17,4,31,2,7,25,23,2,6,1,199,117,82,3,1,1,2,2,3,9,0,0,0,0,0,3,0,3,67,0,0,0,20,20,0,17,10,0,3,36,31,6,165,4,4,38,3,1677,67,7,43,38,255,0,40,8,628,0,23,6,95,12,78,1,8
Anthony Martial,M,1995-12-05,27,181,FALSE,Sevilla FC,1905-10-14,Forward,15,9,6,9,1,0,54,0,3,64,38,26,13,20,1,0,9,1,0,2,0,2,0,0,49,29,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,3,3,0,7,2,0,1,7,5,5,122,1,1,38,0,495,22,3,5,11,151,0,6,2,250,0,9,0,22,7,24,0,1
Antoine Griezmann,M,1991-03-21,31,176,TRUE,Atletico de Madrid,1903-04-26,Forward,86,54,32,26,3,0,161,1,11,232,125,107,38,129,14,0,26,4,3,16,12,4,2,1,146,71,75,0,1,1,0,7,1,10,0,0,0,0,0,2,0,1,143,0,0,0,21,14,0,16,5,4,6,19,16,18,513,16,14,38,5,1706,34,16,18,27,658,0,35,30,963,14,10,9,133,22,118,0,3
Antonio Barragán,M,1987-06-12,35,182,FALSE,Elche CF,1923-03-01,Defender,10,2,8,16,0,0,44,2,2,72,26,46,23,196,12,0,16,0,0,20,17,3,0,0,62,24,38,3,0,0,0,17,0,0,0,2,0,0,0,3,0,0,39,0,0,0,1,0,0,7,4,1,3,0,17,24,329,7,14,38,0,1022,2,33,19,17,428,0,1,21,665,2,1,28,79,26,47,0,5
Antonio Blanco,M,2000-07-23,22,176,FALSE,Real Madrid,1902-03-06,Midfielder,1,1,0,1,0,0,3,0,0,6,3,3,1,5,1,0,1,0,0,0,0,0,0,0,5,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,17,2,0,38,0,30,1,0,1,0,20,0,0,2,27,0,0,1,1,1,1,0,0
José Antonio Rodríguez Díaz,M,1992-02-21,30,183,FALSE,Granada CF,1931-01-01,Midfielder,124,75,49,33,0,3,179,1,15,348,205,143,57,171,17,0,33,1,6,34,30,4,5,1,224,130,94,5,1,1,3,11,4,9,0,1,0,0,0,6,0,1,68,0,0,0,9,15,0,17,8,0,8,31,25,21,424,14,20,38,3,2270,65,25,44,30,614,0,24,34,1085,0,25,27,161,42,142,1,4
Antonio Raíllo,M,1991-10-08,31,187,FALSE,RCD Mallorca,1916-03-06,Defender,56,28,28,17,0,1,49,3,0,107,50,57,22,241,8,0,17,0,2,30,27,3,2,0,51,22,29,1,1,1,1,18,0,1,1,0,0,0,0,3,0,1,194,0,0,0,2,4,0,0,0,0,0,0,13,51,480,9,7,38,0,1530,2,80,20,14,620,0,6,16,810,0,1,48,62,28,41,0,8
Antonio Sivera,M,1996-08-11,26,184,FALSE,Deportivo Alaves,1921-01-23,Goalkeeper,0,0,0,4,0,0,0,0,0,1,1,0,0,75,0,0,4,0,0,4,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,12,0,0,0,0,0,1,0,0,0,0,30,27,0,0,38,0,276,0,2,0,0,98,0,0,0,123,0,0,41,36,5,0,0,1
Antonio Sánchez,M,1997-04-22,25,179,FALSE,RCD Mallorca,1916-03-06,Midfielder,22,11,11,29,0,0,137,0,5,224,115,109,48,225,21,0,29,0,1,31,28,3,1,0,202,104,98,1,0,0,1,32,0,3,0,0,0,0,0,4,0,1,140,0,0,0,8,4,0,18,10,0,1,18,21,41,475,29,24,38,1,1622,36,27,40,27,651,0,12,53,1020,0,16,42,116,34,93,0,3
Antonio Zarzana,M,2002-03-21,20,180,FALSE,Sevilla FC,1905-10-14,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aridane Hernández,M,1989-03-23,33,186,FALSE,CA Osasuna,1920-11-17,Defender,42,20,22,15,0,0,41,3,2,78,38,40,26,206,3,0,15,0,0,22,20,2,0,0,36,18,18,0,0,0,0,20,0,3,1,0,0,0,0,2,0,0,114,0,0,0,2,0,0,1,3,0,1,2,16,35,393,3,9,38,0,1159,3,69,5,4,537,0,2,12,680,0,1,55,68,41,54,0,1
Aritz Elustondo,M,1994-03-28,28,180,FALSE,Real Sociedad,1909-09-07,Defender,80,24,56,30,0,3,102,12,1,156,53,103,31,466,7,0,30,1,4,21,18,3,4,0,76,29,47,0,0,1,1,29,0,2,0,1,0,0,0,4,0,3,171,0,0,0,3,7,1,2,8,0,0,6,20,70,882,7,14,38,1,2102,2,85,18,22,1136,1,10,21,1436,0,1,77,120,69,107,2,3
Arnau Tenas,M,2001-05-30,21,185,FALSE,FC Barcelona,1899-11-29,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnaut Danjuma,M,1997-01-31,26,178,FALSE,Villarreal CF,1923-03-10,Midfielder,11,8,3,23,2,4,130,0,27,120,59,61,30,59,2,0,23,3,10,19,18,1,10,0,109,51,58,0,0,1,6,2,4,17,0,0,0,0,3,4,0,6,117,0,0,0,18,29,0,11,6,2,7,33,16,7,261,1,6,38,1,1477,46,3,3,18,348,0,47,7,620,5,28,5,94,6,75,3,2
Asier Illarramendi,M,1990-03-08,32,179,FALSE,Real Sociedad,1909-09-07,Midfielder,19,7,12,8,0,0,62,0,0,55,30,25,16,88,3,0,8,0,0,5,2,3,0,0,36,23,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,6,2,0,1,3,13,7,243,4,5,38,0,377,10,12,4,1,286,0,0,9,355,1,4,9,23,17,27,0,1
Asier Villalibre,M,1997-09-30,25,184,FALSE,Athletic Club,1898-12-31,Forward,33,14,19,19,0,0,27,0,2,80,40,40,17,18,2,0,19,0,2,8,8,0,2,0,47,26,21,0,0,1,2,1,1,3,0,0,0,0,0,0,0,1,31,0,0,0,8,6,0,4,16,0,0,4,7,0,69,1,3,38,1,538,15,7,10,13,111,0,14,4,216,0,1,3,38,8,39,1,0
Augusto Solari,M,1992-01-03,31,180,FALSE,RC Celta,1923-08-23,Midfielder,15,11,4,26,0,0,77,0,6,124,76,48,13,118,17,0,26,0,0,13,12,1,0,0,109,65,44,2,0,0,0,7,0,1,0,0,0,0,0,2,0,0,43,0,0,0,5,1,0,4,22,0,8,9,5,10,247,12,12,38,1,698,25,8,23,11,371,0,6,24,597,3,11,21,115,40,93,0,5
Aïssa Mandi,M,1991-10-22,31,184,TRUE,Villarreal CF,1923-03-10,Defender,48,22,26,17,0,0,44,5,1,81,39,42,25,395,4,0,17,0,1,15,14,1,1,0,33,17,16,0,1,0,1,13,0,1,1,0,0,0,0,1,0,0,273,0,0,0,6,3,0,0,3,0,0,0,12,60,859,6,5,38,0,1374,1,49,14,5,988,0,9,11,1121,0,0,20,37,32,49,1,3
Alejandro Balde Martínez,M,2003-10-18,19,175,FALSE,FC Barcelona,1899-11-29,Defender,2,2,0,5,0,0,41,0,0,20,13,7,3,22,2,0,5,0,0,4,3,1,0,0,18,11,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,0,0,0,1,0,0,2,3,0,2,1,0,0,133,1,1,38,0,187,7,0,4,4,139,0,1,2,185,0,4,3,9,1,3,0,0
Iván Martínez Gonzálvez,M,1998-08-17,24,187,FALSE,CA Osasuna,1920-11-17,Forward,4,2,2,6,0,0,1,0,0,9,6,3,5,3,1,0,6,0,0,3,2,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,7,0,0,38,0,16,2,1,2,1,11,0,0,0,21,0,0,0,4,0,4,0,0
Tiago Manuel Dias Correia,M,1990-07-12,32,190,FALSE,Rayo Vallecano,1924-05-20,Forward,23,14,9,29,10,0,72,0,17,134,75,59,29,54,6,1,29,2,1,16,15,1,1,0,111,61,50,1,0,3,1,3,0,6,0,0,0,0,0,0,0,1,47,0,0,0,23,8,0,6,23,9,20,29,14,14,170,1,5,38,2,851,38,4,12,16,240,0,31,6,561,10,19,17,110,13,39,0,2
Benjamin Lecomte,M,1991-04-26,31,186,FALSE,Atletico de Madrid,1903-04-26,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Borja Iglesias,M,1993-01-17,30,187,FALSE,Real Betis,1907-09-12,Forward,50,28,22,33,0,5,114,0,9,177,107,70,41,67,3,2,33,0,10,18,16,2,9,1,127,79,48,2,2,2,5,4,0,8,0,0,0,0,3,2,0,8,85,0,0,0,11,19,0,16,15,0,1,13,17,11,225,2,4,38,6,1570,49,7,25,31,333,0,30,6,580,0,19,10,89,13,87,5,4
Borja Mayoral,M,1997-04-05,25,182,FALSE,Getafe CF,1983-03-30,Forward,51,30,21,18,0,4,68,0,7,135,73,62,22,64,6,0,18,1,6,10,10,0,6,0,84,43,41,2,0,0,2,4,2,4,0,0,0,0,1,0,0,4,70,0,0,0,3,7,0,9,7,0,3,14,13,6,180,2,5,38,0,1046,31,3,13,20,253,0,10,7,417,0,15,6,55,16,61,2,3
